seller_id,seller_city,seller_state,completed_order_count,customer_count,item_count,item_price_total,valid_delivery_order_count,late_delivery_rate_pct,average_delivery_days,shipping_limit_breach_rate_pct,reviewed_order_count,average_review_score,low_review_rate_pct,seller_revenue_rank,seller_revenue_share_pct,late_delivery_quartile,shipping_breach_quartile,low_review_quartile,operational_risk_score,is_high_value_seller,seller_risk_segment
da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,SP,1311,1272,1548,159816.87,1285,6.77,11.21,4.50,1305,4.18,11.80,7,1.2088,3,2,3,8,t,Monitor
46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,RJ,503,503,523,122811.38,500,5.80,11.86,10.34,497,4.27,11.07,11,0.9289,3,3,2,8,t,Monitor
620c87c171fb2a6dd6e8bb4dec959fc6,petropolis,RJ,722,708,778,112461.50,717,8.79,12.90,7.48,716,4.31,11.17,13,0.8506,3,3,2,8,t,Monitor
ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,PR,184,183,189,72926.72,182,6.04,15.50,4.89,183,4.32,10.93,21,0.5516,3,3,2,8,t,Monitor
8581055ce74af1daba164fdbd55a40de,guarulhos,SP,380,371,427,64011.22,376,8.24,13.09,5.00,379,4.31,9.50,24,0.4841,3,3,2,8,t,Monitor
17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,247,246,260,54440.28,245,7.76,14.29,8.91,245,4.25,11.02,30,0.4118,3,3,2,8,t,Monitor
218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,SP,382,373,420,53710.30,380,8.42,13.71,4.19,380,4.19,12.11,33,0.4062,3,2,3,8,t,Monitor
f5a590cf36251cf1162ea35bef76fe84,sao bernardo do campo,SP,113,113,118,51232.78,108,7.41,11.89,11.50,113,4.27,10.62,35,0.3875,3,3,2,8,t,Monitor
b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,SP,149,149,152,44215.17,146,11.64,16.39,0.67,149,4.20,12.75,47,0.3344,4,1,3,8,t,Monitor
4d6d651bd7684af3fffabd5f08d12e5a,jau,SP,363,350,389,42999.00,360,3.89,12.99,11.57,362,4.22,11.88,51,0.3252,2,3,3,8,t,Monitor
b839e41795b7f3ad94cc2014a52f6796,sao caetano do sul,SP,33,33,36,42829.00,31,3.23,6.58,3.03,33,4.09,18.18,52,0.3239,2,2,4,8,t,Monitor
e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,645,632,738,42229.69,634,6.15,9.86,6.36,642,4.26,10.59,53,0.3194,3,3,2,8,t,Monitor
d91fb3b7d041e83b64a00a3edfb37e4f,praia grande,SP,524,481,525,39926.39,514,3.89,11.30,9.92,520,4.14,13.46,55,0.3020,2,3,3,8,t,Monitor
7178f9f4dd81dcef02f62acdf8151e01,videira,SC,202,202,215,36795.40,202,3.47,15.61,9.41,201,4.06,14.43,62,0.2783,2,3,3,8,t,Monitor
7681ef142fd2c19048da7430856b5588,guarulhos,SP,58,57,76,31211.81,56,8.93,10.84,3.45,57,4.23,12.28,79,0.2361,3,2,3,8,t,Monitor
e59aa562b9f8076dd550fcddf0e73491,curitiba,PR,69,69,82,30716.30,68,8.82,13.99,5.80,69,4.26,10.14,82,0.2323,3,3,2,8,t,Monitor
b32be1695eb7ec5f10f72d9610a12527,caxias do sul,RS,44,44,45,26575.00,44,4.55,12.20,18.18,43,4.14,11.63,91,0.2010,2,4,2,8,t,Monitor
53243585a1d6dc2643021fd1853d8905,lauro de freitas,BA,348,340,400,217940.44,348,3.45,13.34,6.90,346,4.19,10.40,2,1.6484,2,3,2,7,t,Monitor
7e93a43ef30c4f03f38b393420bc753a,barueri,SP,319,319,322,165981.49,313,4.79,11.30,7.84,318,4.36,8.18,6,1.2554,2,3,2,7,t,Monitor
6560211a19b47992c3666cc44a7e94c0,sao paulo,SP,1819,1790,1996,120702.83,1768,5.32,9.58,0.55,1805,3.98,16.07,12,0.9129,3,1,3,7,t,Monitor
cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,1651,1607,1719,101090.96,1646,5.29,11.54,0.73,1647,4.15,12.75,17,0.7646,3,1,3,7,t,Monitor
f7ba60f8c3f99e7ee4042fdef03b70c4,sao bernardo do campo,SP,218,218,229,68070.00,216,13.89,13.39,0.92,218,4.22,10.55,22,0.5148,4,1,2,7,t,Monitor
7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,325,324,334,54435.66,320,8.44,12.58,0.92,322,4.03,14.91,31,0.4117,3,1,3,7,t,Monitor
2bf6a2c1e71bbd29a4ad64e6d3c3629f,nova friburgo,RJ,30,30,31,50628.90,30,6.67,13.57,0.00,30,4.17,13.33,37,0.3829,3,1,3,7,t,Monitor
834f3294fba9f932f56edc879193f925,araraquara,SP,66,66,66,39907.50,66,6.06,14.18,6.06,66,4.55,4.55,56,0.3018,3,3,1,7,t,Monitor
1554a68530182680ad5c8b042c3ab563,monte siao,MG,246,242,267,28979.64,242,6.20,14.35,2.44,244,4.33,10.25,86,0.2192,3,2,2,7,t,Monitor
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,163,162,209,28492.76,158,3.80,14.53,3.07,162,4.03,16.67,88,0.2155,2,2,3,7,t,Monitor
7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,SP,155,145,169,26169.53,155,11.61,15.50,1.29,153,4.19,10.46,94,0.1979,4,1,2,7,t,Monitor
de23c3b98a88888289c6f5cc1209054a,sao paulo,SP,161,157,178,25933.67,160,7.50,10.84,2.48,161,4.29,10.56,95,0.1961,3,2,2,7,t,Monitor
4c2b230173bb36f9b240f2b8ac11786e,sao paulo,SP,258,253,343,14474.57,258,9.30,12.76,31.78,254,3.98,18.11,176,0.1095,4,4,4,12,f,High Risk
8e6d7754bc7e0f22c96d255ebda59eba,sao jose dos campos,SP,84,84,129,14107.38,84,13.10,15.19,36.90,84,3.60,26.19,181,0.1067,4,4,4,12,f,High Risk
6039e27294dc75811c0d8a39069f52c0,osasco,SP,63,63,74,13500.80,63,17.46,17.90,34.92,63,3.73,19.05,192,0.1021,4,4,4,12,f,High Risk
c31eff8334d6b3047ed34bebd4d62c36,salto,SP,120,120,121,12991.61,119,11.76,12.71,26.67,119,3.87,17.65,207,0.0983,4,4,4,12,f,High Risk
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,116,116,124,12974.60,116,13.79,17.19,25.86,115,3.80,23.48,208,0.0981,4,4,4,12,f,High Risk
75d34ebb1bd0bd7dde40dd507b8169c3,salvador,BA,57,57,67,12656.33,57,12.28,16.11,19.30,57,3.93,19.30,216,0.0957,4,4,4,12,f,High Risk
99eaacc9e6046db1c82b163c5f84869f,franca,SP,63,63,67,12642.28,63,11.11,15.00,14.29,63,4.00,17.46,217,0.0956,4,4,4,12,f,High Risk
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,108,106,127,12474.64,108,16.67,15.48,50.93,107,2.39,59.81,220,0.0944,4,4,4,12,f,High Risk
c60b801f2d52c7f7f91de00870882a75,guarulhos,SP,39,39,39,11296.50,39,15.38,16.00,38.46,39,3.44,28.21,255,0.0854,4,4,4,12,f,High Risk
6973a06f484aacf400ece213dbf3d946,sao jose dos campos,SP,89,88,108,10418.72,89,14.61,14.84,25.84,88,3.75,21.59,273,0.0788,4,4,4,12,f,High Risk
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,73,73,81,10351.70,71,30.99,26.54,53.42,69,3.14,40.58,274,0.0783,4,4,4,12,f,High Risk
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,62,62,77,9812.83,62,11.29,26.69,24.19,61,3.25,31.15,289,0.0742,4,4,4,12,f,High Risk
d71d863e5ef30d94e440c11be17dcd8f,osasco,SP,23,23,30,9246.90,23,13.04,19.09,43.48,21,3.33,38.10,312,0.0699,4,4,4,12,f,High Risk
dd7ddc04e1b6c2c614352b383efe2d36,sao paulo,SP,121,121,142,9148.61,119,12.61,15.13,36.36,120,3.88,18.33,315,0.0692,4,4,4,12,f,High Risk
a49928bcdf77c55c6d6e05e09a9b4ca5,sao paulo,SP,96,96,104,8646.90,96,21.88,16.77,55.21,96,3.03,40.63,338,0.0654,4,4,4,12,f,High Risk
054694fa03fe82cec4b7551487331d74,itajobi,SP,20,20,21,8286.10,20,30.00,30.90,60.00,20,3.40,30.00,343,0.0627,4,4,4,12,f,High Risk
db2956745b3a8e9f3785c99f34b5d25e,sao sebastiao,SP,45,45,46,8261.00,44,9.09,14.41,48.89,45,3.84,20.00,344,0.0625,4,4,4,12,f,High Risk
b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,RJ,107,107,121,7994.74,107,12.15,15.81,38.32,105,3.86,20.95,362,0.0605,4,4,4,12,f,High Risk
972d0f9cf61b499a4812cf0bfa3ad3c4,brusque,SC,81,80,86,7910.42,81,11.11,18.12,33.33,79,3.03,41.77,366,0.0598,4,4,4,12,f,High Risk
6fd52c528dcb38be2eea044946b811f8,sao paulo,SP,67,67,84,7743.02,67,13.43,21.48,28.36,66,3.39,36.36,375,0.0586,4,4,4,12,f,High Risk
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,41,39,41,7676.02,40,12.50,19.83,24.39,41,3.93,24.39,379,0.0581,4,4,4,12,f,High Risk
e5a3438891c0bfdb9394643f95273d8e,limeira,SP,216,209,247,7549.96,216,15.74,15.63,17.59,215,4.00,17.21,388,0.0571,4,4,4,12,f,High Risk
cee48807215b30a12ca2ca10ffb5f250,guaruja,SP,39,39,40,7212.23,39,12.82,23.56,25.64,39,3.77,23.08,413,0.0545,4,4,4,12,f,High Risk
ff1fb4c404b2efe68b03350a8dc24122,mogi das cruzes,SP,46,45,49,6771.00,44,13.64,10.00,17.39,46,4.00,17.39,438,0.0512,4,4,4,12,f,High Risk
ad781527c93d00d89a11eecd9dcad7c1,sao jose do rio preto,SP,38,38,38,6039.63,38,31.58,25.42,47.37,38,3.34,34.21,488,0.0457,4,4,4,12,f,High Risk
0bf0150d5b9d60d9cd2906003332f085,sao paulo,SP,39,39,62,5774.60,38,15.79,14.34,28.21,38,3.79,21.05,503,0.0437,4,4,4,12,f,High Risk
f46490624488d3ff7ce78613913a7711,guarulhos,SP,80,80,87,5690.95,80,11.25,10.21,22.50,80,3.76,23.75,505,0.0430,4,4,4,12,f,High Risk
b14db04aa7881970e83ffa9426897925,sorocaba,SP,78,78,105,5595.90,78,10.26,16.00,37.18,75,3.77,17.33,514,0.0423,4,4,4,12,f,High Risk
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,42,42,48,4990.20,42,26.19,18.02,73.81,42,3.36,30.95,557,0.0377,4,4,4,12,f,High Risk
bbad7e518d7af88a0897397ffdca1979,sao paulo,SP,68,67,84,4426.32,67,16.42,13.40,36.76,67,3.18,40.30,611,0.0335,4,4,4,12,f,High Risk
beadbee30901a7f61d031b6b686095ad,guarulhos,SP,64,64,68,4373.98,64,23.44,14.03,28.13,64,3.91,18.75,616,0.0331,4,4,4,12,f,High Risk
834f8533b2ecb6598dd004ff3de7203a,sao paulo,SP,41,41,45,4324.35,41,14.63,14.59,48.78,41,3.95,17.07,622,0.0327,4,4,4,12,f,High Risk
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,SP,24,24,24,4160.79,24,29.17,16.88,37.50,24,3.46,29.17,637,0.0315,4,4,4,12,f,High Risk
8b9d6eec4a7eb7d0f9d579ce0b38324d,mesquita,RJ,48,47,52,4159.55,47,14.89,10.49,20.83,48,4.06,16.67,638,0.0315,4,4,4,12,f,High Risk
cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,SP,74,74,82,4128.19,73,17.81,18.29,29.73,73,3.58,27.40,642,0.0312,4,4,4,12,f,High Risk
681fce914360217db47784ae28905a96,araucaria,PR,23,22,24,4127.33,22,13.64,12.50,13.04,22,4.00,22.73,643,0.0312,4,4,4,12,f,High Risk
d20b021d3efdf267a402c402a48ea64b,ibitinga,SP,86,85,102,3922.30,84,16.67,17.12,18.60,85,3.75,20.00,667,0.0297,4,4,4,12,f,High Risk
7f152321c60a266edc53af1925ef96c1,criciuma,SC,20,20,20,3919.80,20,30.00,23.35,15.00,20,3.80,25.00,669,0.0296,4,4,4,12,f,High Risk
891071be6ba827b591264c90c2ae8a63,sao paulo,SP,85,85,90,3763.35,84,14.29,13.70,17.65,85,3.95,20.00,694,0.0285,4,4,4,12,f,High Risk
070d165398b553f3b4b851c216b8a358,sao paulo,SP,31,30,38,3333.17,31,12.90,12.10,19.35,30,3.37,33.33,758,0.0252,4,4,4,12,f,High Risk
2a1348e9addc1af5aaa619b1a3679d6b,belo horizonte,MG,48,48,51,2697.40,48,27.08,27.33,41.67,47,3.17,36.17,850,0.0204,4,4,4,12,f,High Risk
d93919c944be9cff128f6c9cb899eacb,mombuca,SP,33,33,33,2666.70,33,15.15,22.82,45.45,33,4.00,18.18,856,0.0202,4,4,4,12,f,High Risk
318f287a62ab7ac10b703ac37435a231,sao paulo,SP,51,50,61,2432.48,51,9.80,11.47,19.61,51,3.92,19.61,894,0.0184,4,4,4,12,f,High Risk
ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,SP,43,43,47,2352.15,43,32.56,18.44,18.60,42,3.57,28.57,914,0.0178,4,4,4,12,f,High Risk
fb89df7f89fd1b8f03fa2acca1ba7364,foz do iguacu,PR,22,22,25,2220.00,22,9.09,16.09,31.82,22,3.86,18.18,937,0.0168,4,4,4,12,f,High Risk
850913d59ce317156b00f3705f1c3edb,atibaia,SP,29,29,30,2183.00,29,17.24,13.41,41.38,29,3.59,31.03,944,0.0165,4,4,4,12,f,High Risk
7139dc5186aa238b006e066d8fbab2e4,amparo,SP,22,22,24,1712.00,22,13.64,14.73,27.27,21,4.00,19.05,1064,0.0129,4,4,4,12,f,High Risk
897060da8b9a21f655304d50fd935913,ribeirao preto,SP,304,300,413,21740.51,302,10.60,14.89,6.58,301,3.71,23.26,117,0.1644,4,3,4,11,f,High Risk
8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,92,91,102,21480.96,92,6.52,21.00,23.91,92,3.37,32.61,120,0.1625,3,4,4,11,f,High Risk
cd68562d3f44870c08922d380acae552,ribeirao preto,SP,122,122,129,18119.70,122,15.57,16.18,14.75,121,4.02,16.53,136,0.1370,4,4,3,11,f,High Risk
a888faf2d1baececa6baf9c3d603ee1f,umuarama,PR,53,53,54,17564.80,53,9.43,18.06,28.30,53,4.09,15.09,139,0.1329,4,4,3,11,f,High Risk
4a3ccda38b2129705f3fb522db62ca31,marilia,SP,64,64,73,16169.09,64,6.25,13.27,14.06,64,3.93,20.31,153,0.1223,3,4,4,11,f,High Risk
7aa4334be125fcdd2ba64b3180029f14,laranjal paulista,SP,214,211,237,16012.95,213,11.74,15.98,35.98,213,4.13,14.08,156,0.1211,4,4,3,11,f,High Risk
213b25e6f54661939f11710a6fddb871,salto,SP,152,152,190,15105.95,150,6.67,15.33,34.87,151,3.81,20.53,169,0.1143,3,4,4,11,f,High Risk
a673821011d0cec28146ea42f5ab767f,sao paulo,SP,125,124,141,13366.00,124,10.48,12.94,16.80,121,4.04,15.70,197,0.1011,4,4,3,11,f,High Risk
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,50,49,77,13235.65,50,16.00,19.20,8.00,49,3.41,34.69,202,0.1001,4,3,4,11,f,High Risk
05f51e13da97139648b8125c31e5f51b,belo horizonte,MG,57,57,60,13100.31,57,15.79,12.37,19.30,57,4.23,14.04,204,0.0991,4,4,3,11,f,High Risk
66e0557ecc2b4dbea057e93f215f68d8,sao paulo,SP,30,30,30,12141.00,30,20.00,31.63,26.67,30,4.03,13.33,231,0.0918,4,4,3,11,f,High Risk
70c27847eca8195c983ed7e798c56743,rio de janeiro,RJ,77,77,98,12077.52,76,6.58,11.20,22.08,77,4.23,18.18,235,0.0913,3,4,4,11,f,High Risk
adbc26658d6c7b4b6219f9d934598091,curitiba,PR,88,88,92,11806.40,85,14.12,17.38,23.86,88,4.13,15.91,243,0.0893,4,4,3,11,f,High Risk
82e0a475a88cc9595229d8029273f045,sao paulo,SP,41,41,79,10748.02,41,9.76,16.02,9.76,41,3.63,29.27,267,0.0813,4,3,4,11,f,High Risk
23d7c96d4a1160db1c726b248601b25a,capivari,SP,50,50,52,10658.24,50,10.00,13.04,10.00,48,3.93,16.67,268,0.0806,4,3,4,11,f,High Risk
dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,MG,105,104,110,10607.00,105,5.71,15.28,15.24,101,3.87,17.82,270,0.0802,3,4,4,11,f,High Risk
ea566164622c6b439516ab18062c42cd,sao  paulo,SP,50,50,52,10309.42,48,18.75,14.31,8.00,50,3.78,24.00,275,0.0780,4,3,4,11,f,High Risk
17306570e772e7718c92a562d33f5f1d,bariri,SP,27,27,30,8640.00,27,7.41,14.37,18.52,27,3.78,18.52,339,0.0653,3,4,4,11,f,High Risk
fffd5413c0700ac820c7069d66d98c89,amparo,SP,57,57,58,8535.00,56,12.50,13.89,5.26,56,3.89,21.43,340,0.0646,4,3,4,11,f,High Risk
903037660cf848a717166eb7a06d616e,sao paulo,SP,44,44,59,7935.18,42,11.90,12.14,9.09,44,3.95,18.18,363,0.0600,4,3,4,11,f,High Risk
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),BA,27,27,28,7286.88,27,14.81,16.81,7.41,27,4.00,18.52,407,0.0551,4,3,4,11,f,High Risk
6a51fc556dab5f766ced6fbc860bc613,marilia,SP,24,24,31,7217.87,24,8.33,14.00,25.00,24,4.00,16.67,412,0.0546,3,4,4,11,f,High Risk
dd55f1bb788714a40e7954c3be6df745,sao paulo,SP,35,35,37,7041.76,35,17.14,18.29,8.57,35,3.74,20.00,425,0.0533,4,3,4,11,f,High Risk
1da366cade6d8276e7d8beea7af5d4bf,uba,MG,42,42,48,6348.59,41,7.32,17.80,52.38,41,3.98,17.07,473,0.0480,3,4,4,11,f,High Risk
e2aee0892199b1d92530e371abd825bf,rolandia,PR,36,36,39,5392.77,36,13.89,15.36,11.11,36,3.89,22.22,522,0.0408,4,3,4,11,f,High Risk
e62b2d6ac10570a035a30bafcf01d263,sao paulo,SP,62,61,71,5340.39,62,11.29,14.05,30.65,59,3.97,15.25,528,0.0404,4,4,3,11,f,High Risk
5b179e9e8cc7ab6fd113a46ca584da81,sao paulo,SP,34,34,36,5173.50,34,5.88,13.03,35.29,33,3.67,21.21,540,0.0391,3,4,4,11,f,High Risk
e9d99831abad74458942f21e16f33f92,sao paulo,SP,130,130,149,4922.48,129,10.08,12.87,13.08,129,3.93,16.28,561,0.0372,4,4,3,11,f,High Risk
8931a84a914b3fe9b1ddaa4d704947ca,sao paulo,SP,29,28,32,4668.30,28,7.14,12.14,27.59,28,4.07,17.86,585,0.0353,3,4,4,11,f,High Risk
b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,101,99,129,4666.53,101,11.88,15.30,11.88,100,3.50,28.00,586,0.0353,4,3,4,11,f,High Risk
23613d49c3ac2bd302259e55c06c050c,porto ferreira,SP,69,68,79,4193.10,69,8.70,13.93,39.13,68,3.87,23.53,632,0.0317,3,4,4,11,f,High Risk
99002261c568a84cce14d43fcffb43ea,cuiaba,MT,36,36,36,4088.00,36,5.56,16.72,47.22,36,3.72,16.67,649,0.0309,3,4,4,11,f,High Risk
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,rio de janeiro,RJ,35,35,42,4063.90,35,8.57,13.14,14.29,35,4.09,17.14,650,0.0307,3,4,4,11,f,High Risk
